sous_chapitre,theme,indicateur,reg,date_lib,date,valeur,type,nom_region
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2024-S52,2024-12-23,1,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2024-S52,2024-12-23,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2024-S52,2024-12-23,3,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2024-S52,2024-12-23,3,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,84,2024-S52,2024-12-23,3,Catégorielle,Auvergne-Rhône-Alpes
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,93,2024-S52,2024-12-23,3,Catégorielle,Provence-Alpes-Côte d'Azur
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2025-S01,2024-12-30,3,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2025-S01,2024-12-30,1,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2025-S01,2024-12-30,2,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2025-S01,2024-12-30,3,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,28,2025-S01,2024-12-30,3,Catégorielle,Normandie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2025-S01,2024-12-30,3,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,94,2025-S01,2024-12-30,3,Catégorielle,Corse
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,01,2025-S02,2025-01-06,3,Catégorielle,Guadeloupe
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,03,2025-S02,2025-01-06,3,Catégorielle,Guyane
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2025-S02,2025-01-06,1,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2025-S02,2025-01-06,3,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2025-S02,2025-01-06,3,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2025-S02,2025-01-06,3,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2025-S02,2025-01-06,3,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,84,2025-S02,2025-01-06,3,Catégorielle,Auvergne-Rhône-Alpes
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2025-S03,2025-01-13,3,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2025-S03,2025-01-13,3,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2025-S03,2025-01-13,3,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,53,2025-S03,2025-01-13,3,Catégorielle,Bretagne
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2025-S03,2025-01-13,3,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,84,2025-S03,2025-01-13,3,Catégorielle,Auvergne-Rhône-Alpes
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,93,2025-S03,2025-01-13,3,Catégorielle,Provence-Alpes-Côte d'Azur
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,03,2025-S04,2025-01-20,3,Catégorielle,Guyane
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2025-S04,2025-01-20,1,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,11,2025-S04,2025-01-20,3,Catégorielle,Île-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2025-S04,2025-01-20,3,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2025-S04,2025-01-20,3,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2025-S04,2025-01-20,3,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,93,2025-S04,2025-01-20,3,Catégorielle,Provence-Alpes-Côte d'Azur
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,24,2025-S05,2025-01-27,3,Catégorielle,Centre-Val de Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,27,2025-S05,2025-01-27,3,Catégorielle,Bourgogne-Franche-Comté
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2025-S05,2025-01-27,3,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2025-S05,2025-01-27,3,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2025-S05,2025-01-27,3,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,84,2025-S05,2025-01-27,3,Catégorielle,Auvergne-Rhône-Alpes
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2025-S06,2025-02-03,3,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,03,2025-S06,2025-02-03,3,Catégorielle,Guyane
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,24,2025-S06,2025-02-03,3,Catégorielle,Centre-Val de Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,27,2025-S06,2025-02-03,3,Catégorielle,Bourgogne-Franche-Comté
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2025-S06,2025-02-03,3,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2025-S06,2025-02-03,3,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2025-S06,2025-02-03,3,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2025-S06,2025-02-03,3,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,84,2025-S06,2025-02-03,3,Catégorielle,Auvergne-Rhône-Alpes
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2025-S07,2025-02-10,1,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2025-S07,2025-02-10,3,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,27,2025-S07,2025-02-10,3,Catégorielle,Bourgogne-Franche-Comté
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2025-S07,2025-02-10,3,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2025-S07,2025-02-10,3,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,94,2025-S07,2025-02-10,3,Catégorielle,Corse
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,01,2025-S08,2025-02-17,3,Catégorielle,Guadeloupe
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,03,2025-S08,2025-02-17,3,Catégorielle,Guyane
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2025-S08,2025-02-17,3,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2025-S08,2025-02-17,3,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2025-S08,2025-02-17,3,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2025-S08,2025-02-17,3,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,53,2025-S08,2025-02-17,3,Catégorielle,Bretagne
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2025-S08,2025-02-17,3,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2025-S09,2025-02-24,1,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2025-S09,2025-02-24,3,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,11,2025-S09,2025-02-24,3,Catégorielle,Île-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,27,2025-S09,2025-02-24,3,Catégorielle,Bourgogne-Franche-Comté
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,28,2025-S09,2025-02-24,4,Catégorielle,Normandie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2025-S09,2025-02-24,3,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2025-S09,2025-02-24,3,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2025-S09,2025-02-24,3,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2025-S09,2025-02-24,3,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,84,2025-S09,2025-02-24,3,Catégorielle,Auvergne-Rhône-Alpes
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,94,2025-S09,2025-02-24,4,Catégorielle,Corse
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2025-S10,2025-03-03,1,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2025-S10,2025-03-03,3,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2025-S10,2025-03-03,3,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,11,2025-S10,2025-03-03,4,Catégorielle,Île-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,27,2025-S10,2025-03-03,4,Catégorielle,Bourgogne-Franche-Comté
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,28,2025-S10,2025-03-03,4,Catégorielle,Normandie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2025-S10,2025-03-03,4,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,53,2025-S10,2025-03-03,4,Catégorielle,Bretagne
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,93,2025-S10,2025-03-03,4,Catégorielle,Provence-Alpes-Côte d'Azur
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,94,2025-S10,2025-03-03,4,Catégorielle,Corse
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2025-S11,2025-03-10,3,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2025-S11,2025-03-10,3,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,11,2025-S11,2025-03-10,4,Catégorielle,Île-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2025-S11,2025-03-10,4,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2025-S11,2025-03-10,4,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2025-S11,2025-03-10,4,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2025-S12,2025-03-17,3,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,03,2025-S12,2025-03-17,3,Catégorielle,Guyane
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2025-S12,2025-03-17,3,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2025-S12,2025-03-17,3,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,11,2025-S12,2025-03-17,4,Catégorielle,Île-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2025-S12,2025-03-17,4,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2025-S12,2025-03-17,4,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2025-S12,2025-03-17,4,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,84,2025-S12,2025-03-17,4,Catégorielle,Auvergne-Rhône-Alpes
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,93,2025-S12,2025-03-17,4,Catégorielle,Provence-Alpes-Côte d'Azur
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,94,2025-S12,2025-03-17,1,Catégorielle,Corse
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,03,2025-S13,2025-03-24,3,Catégorielle,Guyane
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2025-S13,2025-03-24,1,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2025-S13,2025-03-24,3,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2025-S13,2025-03-24,3,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,24,2025-S13,2025-03-24,1,Catégorielle,Centre-Val de Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,27,2025-S13,2025-03-24,1,Catégorielle,Bourgogne-Franche-Comté
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,93,2025-S13,2025-03-24,1,Catégorielle,Provence-Alpes-Côte d'Azur
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2025-S14,2025-03-31,3,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,03,2025-S14,2025-03-31,3,Catégorielle,Guyane
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2025-S14,2025-03-31,4,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2025-S14,2025-03-31,3,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,27,2025-S14,2025-03-31,1,Catégorielle,Bourgogne-Franche-Comté
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2025-S14,2025-03-31,1,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,94,2025-S14,2025-03-31,1,Catégorielle,Corse
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2025-S15,2025-04-07,3,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2025-S15,2025-04-07,4,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2025-S15,2025-04-07,3,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,24,2025-S15,2025-04-07,1,Catégorielle,Centre-Val de Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,27,2025-S15,2025-04-07,1,Catégorielle,Bourgogne-Franche-Comté
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2025-S15,2025-04-07,1,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2025-S15,2025-04-07,1,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2025-S15,2025-04-07,1,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,84,2025-S15,2025-04-07,1,Catégorielle,Auvergne-Rhône-Alpes
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,93,2025-S15,2025-04-07,1,Catégorielle,Provence-Alpes-Côte d'Azur
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,94,2025-S15,2025-04-07,1,Catégorielle,Corse
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,03,2025-S17,2025-04-21,3,Catégorielle,Guyane
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,03,2025-S40,2025-09-29,1,Catégorielle,Guyane
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2025-S40,2025-09-29,1,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2025-S40,2025-09-29,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,11,2025-S40,2025-09-29,1,Catégorielle,Île-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2025-S40,2025-09-29,1,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2025-S40,2025-09-29,1,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,53,2025-S40,2025-09-29,1,Catégorielle,Bretagne
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,94,2025-S40,2025-09-29,1,Catégorielle,Corse
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,01,2025-S41,2025-10-06,1,Catégorielle,Guadeloupe
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2025-S41,2025-10-06,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2025-S41,2025-10-06,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,28,2025-S41,2025-10-06,1,Catégorielle,Normandie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2025-S41,2025-10-06,1,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2025-S41,2025-10-06,1,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,53,2025-S41,2025-10-06,1,Catégorielle,Bretagne
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2025-S41,2025-10-06,1,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2025-S41,2025-10-06,1,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,94,2025-S41,2025-10-06,1,Catégorielle,Corse
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,01,2025-S42,2025-10-13,1,Catégorielle,Guadeloupe
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2025-S42,2025-10-13,1,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2025-S42,2025-10-13,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,11,2025-S42,2025-10-13,1,Catégorielle,Île-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,27,2025-S42,2025-10-13,1,Catégorielle,Bourgogne-Franche-Comté
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,28,2025-S42,2025-10-13,1,Catégorielle,Normandie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2025-S42,2025-10-13,1,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2025-S42,2025-10-13,1,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,93,2025-S42,2025-10-13,1,Catégorielle,Provence-Alpes-Côte d'Azur
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,01,2025-S43,2025-10-20,1,Catégorielle,Guadeloupe
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2025-S43,2025-10-20,1,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2025-S43,2025-10-20,1,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2025-S43,2025-10-20,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2025-S43,2025-10-20,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,11,2025-S43,2025-10-20,1,Catégorielle,Île-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2025-S43,2025-10-20,1,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,01,2025-S44,2025-10-27,1,Catégorielle,Guadeloupe
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2025-S44,2025-10-27,1,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,03,2025-S44,2025-10-27,1,Catégorielle,Guyane
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,04,2025-S44,2025-10-27,1,Catégorielle,La Réunion
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,07,2025-S44,2025-10-27,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,24,2025-S44,2025-10-27,1,Catégorielle,Centre-Val de Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,28,2025-S44,2025-10-27,1,Catégorielle,Normandie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2025-S44,2025-10-27,1,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,76,2025-S44,2025-10-27,1,Catégorielle,Occitanie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,01,2025-S45,2025-11-03,1,Catégorielle,Guadeloupe
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,11,2025-S45,2025-11-03,1,Catégorielle,Île-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,75,2025-S45,2025-11-03,1,Catégorielle,Nouvelle-Aquitaine
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,02,2025-S46,2025-11-10,1,Catégorielle,Martinique
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,06,2025-S46,2025-11-10,2,Catégorielle,Mayotte
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,08,2025-S46,2025-11-10,1,Catégorielle,
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,28,2025-S46,2025-11-10,1,Catégorielle,Normandie
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,32,2025-S46,2025-11-10,1,Catégorielle,Hauts-de-France
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,44,2025-S46,2025-11-10,1,Catégorielle,Grand Est
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,52,2025-S46,2025-11-10,1,Catégorielle,Pays de la Loire
Épidémies Hivernales,Grippe,Niveau d'alerte épidémique,53,2025-S46,2025-11-10,1,Catégorielle,Bretagne
